id,No,Timecode In,Timecode Out,Timecode IN(milliseconds),Timecode Out(milliseconds),Subtitle
_K5qApskPdQ.en.v,708,00:14:50:21,00:14:50:22,"00:14:50,870","00:14:50,880",
_K5qApskPdQ.en.v,709,00:14:50:22,00:14:52:11,"00:14:50,880","00:14:52,470",alright<00:14:51.120><c> so</c><00:14:51.279><c> this</c><00:14:51.440><c> is</c><00:14:51.600><c> kind</c><00:14:51.760><c> of</c><00:14:51.920><c> bad</c><00:14:52.160><c> because</c><00:14:52.320><c> i</c>
_K5qApskPdQ.en.v,710,00:14:52:11,00:14:52:12,"00:14:52,470","00:14:52,480",alright so this is kind of bad because i
_K5qApskPdQ.en.v,711,00:14:52:12,00:14:54:13,"00:14:52,480","00:14:54,550",alright so this is kind of bad because i don't<00:14:52.560><c> know</c><00:14:52.720><c> what</c><00:14:52.959><c> what's</c><00:14:53.199><c> happening</c>
_K5qApskPdQ.en.v,712,00:14:54:13,00:14:54:14,"00:14:54,550","00:14:54,560",don't know what what's happening
_K5qApskPdQ.en.v,713,00:14:54:14,00:14:58:13,"00:14:54,560","00:14:58,550",don't know what what's happening okay<00:14:55.040><c> he</c><00:14:55.279><c> backed</c><00:14:55.519><c> away</c><00:14:55.760><c> from</c><00:14:56.839><c> that</c>
_K5qApskPdQ.en.v,714,00:14:58:13,00:14:58:14,"00:14:58,550","00:14:58,560",okay he backed away from that
_K5qApskPdQ.en.v,715,00:14:58:14,00:15:00:03,"00:14:58,560","00:15:00,150",okay he backed away from that okay<00:14:58.800><c> i'm</c><00:14:58.959><c> gonna</c><00:14:59.120><c> be</c><00:14:59.360><c> down</c><00:14:59.519><c> here</c><00:14:59.760><c> maybe</c><00:15:00.079><c> i</c>
_K5qApskPdQ.en.v,716,00:15:00:03,00:15:00:04,"00:15:00,150","00:15:00,160",okay i'm gonna be down here maybe i
_K5qApskPdQ.en.v,717,00:15:00:04,00:15:05:16,"00:15:00,160","00:15:05,650",okay i'm gonna be down here maybe i don't<00:15:00.320><c> know</c>
_K5qApskPdQ.en.v,718,00:15:05:16,00:15:05:16,"00:15:05,650","00:15:05,660",
_K5qApskPdQ.en.v,719,00:15:05:16,00:15:11:12,"00:15:05,660","00:15:11,509",[Music]
_K5qApskPdQ.en.v,720,00:15:11:12,00:15:11:12,"00:15:11,509","00:15:11,519",
_K5qApskPdQ.en.v,721,00:15:11:12,00:15:17:04,"00:15:11,519","00:15:17,189",oh
_K5qApskPdQ.en.v,722,00:15:17:04,00:15:17:04,"00:15:17,189","00:15:17,199",
_K5qApskPdQ.en.v,723,00:15:17:04,00:15:20:05,"00:15:17,199","00:15:20,230",get<00:15:17.440><c> out</c><00:15:17.519><c> of</c><00:15:17.600><c> here</c><00:15:17.760><c> guys</c><00:15:19.760><c> you</c><00:15:19.839><c> don't</c><00:15:20.000><c> want</c><00:15:20.160><c> to</c>
_K5qApskPdQ.en.v,724,00:15:20:05,00:15:20:06,"00:15:20,230","00:15:20,240",get out of here guys you don't want to
_K5qApskPdQ.en.v,725,00:15:20:06,00:15:22:03,"00:15:20,240","00:15:22,150",get out of here guys you don't want to be<00:15:20.399><c> here</c>
_K5qApskPdQ.en.v,726,00:15:22:03,00:15:22:04,"00:15:22,150","00:15:22,160",be here
_K5qApskPdQ.en.v,727,00:15:22:04,00:15:33:06,"00:15:22,160","00:15:33,269",be here no<00:15:22.399><c> how</c><00:15:22.560><c> did</c><00:15:24.839><c> ridiculous</c>
_K5qApskPdQ.en.v,728,00:15:33:06,00:15:33:06,"00:15:33,269","00:15:33,279",
_K5qApskPdQ.en.v,729,00:15:33:06,00:15:37:14,"00:15:33,279","00:15:37,590",but<00:15:33.519><c> this</c><00:15:33.680><c> is</c><00:15:33.839><c> interesting</c><00:15:34.320><c> because</c>
_K5qApskPdQ.en.v,730,00:15:37:14,00:15:37:15,"00:15:37,590","00:15:37,600",
_K5qApskPdQ.en.v,731,00:15:37:15,00:15:39:12,"00:15:37,600","00:15:39,509",all<00:15:37.680><c> right</c><00:15:37.839><c> get</c><00:15:38.000><c> out</c><00:15:38.079><c> of</c><00:15:38.160><c> here</c><00:15:38.320><c> dude</c><00:15:39.199><c> i</c><00:15:39.279><c> need</c>
_K5qApskPdQ.en.v,732,00:15:39:12,00:15:39:12,"00:15:39,509","00:15:39,519",all right get out of here dude i need
_K5qApskPdQ.en.v,733,00:15:39:12,00:15:40:17,"00:15:39,519","00:15:40,710",all right get out of here dude i need someone<00:15:39.839><c> down</c><00:15:40.079><c> here</c><00:15:40.320><c> man</c>
_K5qApskPdQ.en.v,734,00:15:40:17,00:15:40:18,"00:15:40,710","00:15:40,720",someone down here man
_K5qApskPdQ.en.v,735,00:15:40:18,00:15:52:13,"00:15:40,720","00:15:52,550",someone down here man i<00:15:40.800><c> can't</c><00:15:41.040><c> be</c><00:15:41.120><c> the</c><00:15:41.279><c> only</c><00:15:41.440><c> one</c><00:15:41.680><c> down</c><00:15:41.920><c> here</c>
_K5qApskPdQ.en.v,736,00:15:52:13,00:15:52:14,"00:15:52,550","00:15:52,560",
_K5qApskPdQ.en.v,737,00:15:52:14,00:16:00:23,"00:15:52,560","00:16:00,949",no<00:15:52.880><c> no</c><00:15:53.040><c> no</c><00:15:53.199><c> no</c><00:15:53.519><c> get</c><00:15:53.680><c> him</c><00:15:53.839><c> out</c>
_K5qApskPdQ.en.v,738,00:16:00:23,00:16:00:23,"00:16:00,949","00:16:00,959",
_K5qApskPdQ.en.v,739,00:16:00:23,00:16:02:05,"00:16:00,959","00:16:02,230",all<00:16:01.040><c> right</c><00:16:01.199><c> good</c><00:16:01.360><c> good</c><00:16:01.519><c> good</c><00:16:01.680><c> now</c><00:16:01.920><c> maybe</c><00:16:02.160><c> we</c>
_K5qApskPdQ.en.v,740,00:16:02:05,00:16:02:06,"00:16:02,230","00:16:02,240",all right good good good now maybe we
_K5qApskPdQ.en.v,741,00:16:02:06,00:16:09:18,"00:16:02,240","00:16:09,749",all right good good good now maybe we can<00:16:06.839><c> score</c>
_K5qApskPdQ.en.v,742,00:16:09:18,00:16:09:18,"00:16:09,749","00:16:09,759",can score
_K5qApskPdQ.en.v,743,00:16:09:18,00:16:14:11,"00:16:09,759","00:16:14,470",can score oof<00:16:10.079><c> that</c><00:16:10.240><c> was</c><00:16:10.320><c> a</c><00:16:10.399><c> heavy</c><00:16:10.639><c> hit</c>
_K5qApskPdQ.en.v,744,00:16:14:11,00:16:14:12,"00:16:14,470","00:16:14,480",
_K5qApskPdQ.en.v,745,00:16:14:12,00:16:17:12,"00:16:14,480","00:16:17,509",oh<00:16:14.720><c> man</c><00:16:15.040><c> i</c><00:16:15.199><c> am</c><00:16:15.360><c> gonna</c><00:16:15.600><c> die</c><00:16:16.399><c> oh</c><00:16:16.720><c> no</c>
_K5qApskPdQ.en.v,746,00:16:17:12,00:16:17:12,"00:16:17,509","00:16:17,519",oh man i am gonna die oh no
_K5qApskPdQ.en.v,747,00:16:17:12,00:16:20:01,"00:16:17,519","00:16:20,069",oh man i am gonna die oh no dang<00:16:17.839><c> it</c><00:16:18.800><c> where'd</c><00:16:19.040><c> the</c><00:16:19.199><c> other</c><00:16:19.360><c> guy</c><00:16:19.600><c> go</c><00:16:19.759><c> did</c><00:16:19.920><c> he</c>
_K5qApskPdQ.en.v,748,00:16:20:01,00:16:20:01,"00:16:20,069","00:16:20,079",dang it where'd the other guy go did he
_K5qApskPdQ.en.v,749,00:16:20:01,00:16:20:15,"00:16:20,079","00:16:20,629",dang it where'd the other guy go did he die<00:16:20.320><c> too</c>
_K5qApskPdQ.en.v,750,00:16:20:15,00:16:20:15,"00:16:20,629","00:16:20,639",die too
_K5qApskPdQ.en.v,751,00:16:20:15,00:16:23:16,"00:16:20,639","00:16:23,670",die too oh<00:16:20.880><c> my</c><00:16:21.040><c> gosh</c><00:16:22.959><c> okay</c><00:16:23.279><c> well</c>
_K5qApskPdQ.en.v,752,00:16:23:16,00:16:23:17,"00:16:23,670","00:16:23,680",oh my gosh okay well
_K5qApskPdQ.en.v,753,00:16:23:17,00:16:25:06,"00:16:23,680","00:16:25,269",oh my gosh okay well at<00:16:23.839><c> least</c><00:16:24.000><c> we</c><00:16:24.160><c> have</c><00:16:24.240><c> everyone</c><00:16:24.560><c> playing</c><00:16:24.959><c> and</c><00:16:25.120><c> so</c>
_K5qApskPdQ.en.v,754,00:16:25:06,00:16:25:06,"00:16:25,269","00:16:25,279",at least we have everyone playing and so
_K5qApskPdQ.en.v,755,00:16:25:06,00:16:27:18,"00:16:25,279","00:16:27,749",at least we have everyone playing and so that's<00:16:25.600><c> uh</c><00:16:25.920><c> all</c><00:16:26.079><c> we</c><00:16:26.160><c> can</c><00:16:26.240><c> really</c><00:16:26.480><c> ask</c><00:16:26.800><c> for</c>
_K5qApskPdQ.en.v,756,00:16:27:18,00:16:27:18,"00:16:27,749","00:16:27,759",that's uh all we can really ask for
_K5qApskPdQ.en.v,757,00:16:27:18,00:16:29:08,"00:16:27,759","00:16:29,350",that's uh all we can really ask for i<00:16:27.920><c> need</c><00:16:28.079><c> to</c><00:16:28.160><c> score</c><00:16:28.399><c> as</c><00:16:28.480><c> soon</c><00:16:28.639><c> as</c><00:16:28.720><c> we</c><00:16:28.880><c> can</c><00:16:29.120><c> also</c>
_K5qApskPdQ.en.v,758,00:16:29:08,00:16:29:09,"00:16:29,350","00:16:29,360",i need to score as soon as we can also
_K5qApskPdQ.en.v,759,00:16:29:09,00:16:34:07,"00:16:29,360","00:16:34,310",i need to score as soon as we can also get<00:16:29.519><c> dreadnought</c><00:16:30.079><c> probably</c>
_K5qApskPdQ.en.v,760,00:16:34:07,00:16:34:08,"00:16:34,310","00:16:34,320",
_K5qApskPdQ.en.v,761,00:16:34:08,00:16:35:16,"00:16:34,320","00:16:35,670",there<00:16:34.480><c> you</c><00:16:34.639><c> go</c><00:16:34.800><c> that's</c><00:16:35.040><c> a</c><00:16:35.120><c> good</c><00:16:35.199><c> hit</c><00:16:35.440><c> that's</c><00:16:35.600><c> a</c>
_K5qApskPdQ.en.v,762,00:16:35:16,00:16:35:17,"00:16:35,670","00:16:35,680",there you go that's a good hit that's a
_K5qApskPdQ.en.v,763,00:16:35:17,00:16:37:06,"00:16:35,680","00:16:37,269",there you go that's a good hit that's a good<00:16:35.759><c> hit</c><00:16:36.000><c> right</c><00:16:36.079><c> there</c><00:16:36.240><c> that's</c><00:16:36.399><c> a</c><00:16:36.480><c> good</c><00:16:36.639><c> hit</c>
_K5qApskPdQ.en.v,764,00:16:37:06,00:16:37:06,"00:16:37,269","00:16:37,279",good hit right there that's a good hit
_K5qApskPdQ.en.v,765,00:16:37:06,00:16:38:19,"00:16:37,279","00:16:38,790",good hit right there that's a good hit let's<00:16:37.519><c> take</c><00:16:37.759><c> it</c><00:16:37.839><c> let's</c><00:16:38.000><c> just</c><00:16:38.240><c> let's</c><00:16:38.480><c> just</c><00:16:38.639><c> move</c>
_K5qApskPdQ.en.v,766,00:16:38:19,00:16:38:20,"00:16:38,790","00:16:38,800",let's take it let's just let's just move
_K5qApskPdQ.en.v,767,00:16:38:20,00:16:39:24,"00:16:38,800","00:16:39,990",let's take it let's just let's just move with<00:16:39.040><c> it</c><00:16:39.120><c> you</c><00:16:39.199><c> know</c><00:16:39.279><c> what</c><00:16:39.440><c> i</c><00:16:39.519><c> mean</c>
_K5qApskPdQ.en.v,768,00:16:39:24,00:16:40:00,"00:16:39,990","00:16:40,000",with it you know what i mean
_K5qApskPdQ.en.v,769,00:16:40:00,00:16:41:10,"00:16:40,000","00:16:41,430",with it you know what i mean and<00:16:40.160><c> i'm</c><00:16:40.240><c> going</c><00:16:40.320><c> to</c><00:16:40.399><c> get</c><00:16:40.560><c> guard</c><00:16:40.880><c> swap</c><00:16:41.199><c> and</c><00:16:41.279><c> then</c>
_K5qApskPdQ.en.v,770,00:16:41:10,00:16:41:11,"00:16:41,430","00:16:41,440",and i'm going to get guard swap and then
_K5qApskPdQ.en.v,771,00:16:41:11,00:16:42:19,"00:16:41,440","00:16:42,790",and i'm going to get guard swap and then i'm<00:16:41.519><c> going</c><00:16:41.600><c> to</c><00:16:41.680><c> be</c><00:16:42.160><c> this</c><00:16:42.399><c> is</c><00:16:42.480><c> going</c><00:16:42.560><c> to</c><00:16:42.639><c> be</c>
_K5qApskPdQ.en.v,772,00:16:42:19,00:16:42:20,"00:16:42,790","00:16:42,800",i'm going to be this is going to be
_K5qApskPdQ.en.v,773,00:16:42:20,00:16:44:21,"00:16:42,800","00:16:44,870",i'm going to be this is going to be where<00:16:42.959><c> i</c><00:16:43.199><c> become</c><00:16:43.600><c> really</c><00:16:43.839><c> good</c>
_K5qApskPdQ.en.v,774,00:16:44:21,00:16:44:22,"00:16:44,870","00:16:44,880",where i become really good
_K5qApskPdQ.en.v,775,00:16:44:22,00:16:47:24,"00:16:44,880","00:16:47,990",where i become really good here<00:16:45.199><c> hold</c><00:16:45.440><c> on</c><00:16:45.519><c> hold</c><00:16:45.759><c> on</c><00:16:46.480><c> guard</c><00:16:46.800><c> swap</c><00:16:47.519><c> lights</c>
_K5qApskPdQ.en.v,776,00:16:47:24,00:16:48:00,"00:16:47,990","00:16:48,000",here hold on hold on guard swap lights
_K5qApskPdQ.en.v,777,00:16:48:00,00:16:50:01,"00:16:48,000","00:16:50,069",here hold on hold on guard swap lights whatever<00:16:48.560><c> i'm</c><00:16:48.720><c> going</c><00:16:48.800><c> to</c><00:16:48.880><c> try</c><00:16:49.040><c> to</c><00:16:49.120><c> score</c>
_K5qApskPdQ.en.v,778,00:16:50:01,00:16:50:01,"00:16:50,069","00:16:50,079",whatever i'm going to try to score
_K5qApskPdQ.en.v,779,00:16:50:01,00:16:53:16,"00:16:50,079","00:16:53,670",whatever i'm going to try to score scored<00:16:50.480><c> right</c><00:16:50.720><c> in</c><00:16:50.800><c> front</c><00:16:50.959><c> of</c><00:16:51.120><c> him</c>
_K5qApskPdQ.en.v,780,00:16:53:16,00:16:53:17,"00:16:53,670","00:16:53,680",
_K5qApskPdQ.en.v,781,00:16:53:17,00:16:56:19,"00:16:53,680","00:16:56,790",boom<00:16:54.399><c> yes</c><00:16:54.720><c> got</c><00:16:54.959><c> him</c>
_K5qApskPdQ.en.v,782,00:16:56:19,00:16:56:20,"00:16:56,790","00:16:56,800",boom yes got him
_K5qApskPdQ.en.v,783,00:16:56:20,00:17:00:07,"00:16:56,800","00:17:00,310",boom yes got him okay<00:16:57.040><c> so</c><00:16:57.199><c> here's</c><00:16:57.440><c> here's</c><00:16:57.680><c> a</c><00:16:57.759><c> problem</c>
_K5qApskPdQ.en.v,784,00:17:00:07,00:17:00:08,"00:17:00,310","00:17:00,320",
_K5qApskPdQ.en.v,785,00:17:00:08,00:17:02:17,"00:17:00,320","00:17:02,710",he's<00:17:00.480><c> stunned</c><00:17:00.959><c> get</c><00:17:01.120><c> him</c><00:17:02.000><c> i'm</c><00:17:02.160><c> gonna</c><00:17:02.320><c> i'm</c><00:17:02.480><c> gonna</c>
_K5qApskPdQ.en.v,786,00:17:02:17,00:17:02:18,"00:17:02,710","00:17:02,720",he's stunned get him i'm gonna i'm gonna
_K5qApskPdQ.en.v,787,00:17:02:18,00:17:12:05,"00:17:02,720","00:17:12,230",he's stunned get him i'm gonna i'm gonna keep<00:17:02.880><c> focusing</c><00:17:03.279><c> on</c><00:17:03.360><c> this</c>
_K5qApskPdQ.en.v,788,00:17:12:05,00:17:12:06,"00:17:12,230","00:17:12,240",
_K5qApskPdQ.en.v,789,00:17:12:06,00:17:15:10,"00:17:12,240","00:17:15,429",dude<00:17:12.640><c> nice</c>
_K5qApskPdQ.en.v,790,00:17:15:10,00:17:15:10,"00:17:15,429","00:17:15,439",
_K5qApskPdQ.en.v,791,00:17:15:10,00:17:17:00,"00:17:15,439","00:17:17,029",we're<00:17:15.760><c> dunking</c><00:17:16.079><c> it</c><00:17:16.160><c> dude</c><00:17:16.400><c> we</c><00:17:16.480><c> are</c><00:17:16.640><c> destroying</c>
_K5qApskPdQ.en.v,792,00:17:17:00,00:17:17:00,"00:17:17,029","00:17:17,039",we're dunking it dude we are destroying
_K5qApskPdQ.en.v,793,00:17:17:00,00:17:19:08,"00:17:17,039","00:17:19,350",we're dunking it dude we are destroying it<00:17:17.120><c> hold</c><00:17:17.360><c> on</c><00:17:17.439><c> guard</c><00:17:17.760><c> swap</c>
_K5qApskPdQ.en.v,794,00:17:19:08,00:17:19:09,"00:17:19,350","00:17:19,360",it hold on guard swap
_K5qApskPdQ.en.v,795,00:17:19:09,00:17:21:18,"00:17:19,360","00:17:21,750",it hold on guard swap and<00:17:19.600><c> just</c><00:17:19.760><c> like</c><00:17:19.919><c> kind</c><00:17:20.079><c> of</c><00:17:21.199><c> blast</c><00:17:21.520><c> him</c><00:17:21.679><c> out</c><00:17:21.760><c> of</c>
_K5qApskPdQ.en.v,796,00:17:21:18,00:17:21:19,"00:17:21,750","00:17:21,760",and just like kind of blast him out of
_K5qApskPdQ.en.v,797,00:17:21:19,00:17:25:24,"00:17:21,760","00:17:25,990",and just like kind of blast him out of the<00:17:21.839><c> way</c><00:17:22.079><c> maybe</c>
_K5qApskPdQ.en.v,798,00:17:25:24,00:17:26:00,"00:17:25,990","00:17:26,000",
_K5qApskPdQ.en.v,799,00:17:26:00,00:17:28:23,"00:17:26,000","00:17:28,950",got<00:17:26.319><c> one</c><00:17:27.600><c> this</c><00:17:27.760><c> guy's</c><00:17:28.079><c> about</c><00:17:28.319><c> to</c><00:17:28.480><c> ruin</c><00:17:28.799><c> me</c>
_K5qApskPdQ.en.v,800,00:17:28:23,00:17:28:24,"00:17:28,950","00:17:28,960",got one this guy's about to ruin me
_K5qApskPdQ.en.v,801,00:17:28:24,00:17:33:14,"00:17:28,960","00:17:33,590",got one this guy's about to ruin me though<00:17:29.120><c> so</c><00:17:29.360><c> i'm</c><00:17:29.440><c> gonna</c><00:17:29.600><c> go</c><00:17:29.760><c> down</c><00:17:30.840><c> here</c>
_K5qApskPdQ.en.v,802,00:17:33:14,00:17:33:15,"00:17:33,590","00:17:33,600",though so i'm gonna go down here
_K5qApskPdQ.en.v,803,00:17:33:15,00:17:35:12,"00:17:33,600","00:17:35,510",though so i'm gonna go down here got<00:17:33.840><c> him</c><00:17:33.919><c> dude</c><00:17:34.160><c> we</c><00:17:34.320><c> got</c><00:17:34.480><c> it</c><00:17:34.640><c> look</c><00:17:34.799><c> at</c><00:17:34.880><c> that</c><00:17:35.360><c> look</c>
_K5qApskPdQ.en.v,804,00:17:35:12,00:17:35:13,"00:17:35,510","00:17:35,520",got him dude we got it look at that look
_K5qApskPdQ.en.v,805,00:17:35:13,00:17:40:09,"00:17:35,520","00:17:40,390",got him dude we got it look at that look at<00:17:35.600><c> that</c>
_K5qApskPdQ.en.v,806,00:17:40:09,00:17:40:10,"00:17:40,390","00:17:40,400",
_K5qApskPdQ.en.v,807,00:17:40:10,00:17:43:22,"00:17:40,400","00:17:43,909",all<00:17:40.559><c> right</c><00:17:40.799><c> that</c><00:17:40.960><c> was</c><00:17:41.200><c> awesome</c>
_K5qApskPdQ.en.v,808,00:17:43:22,00:17:43:22,"00:17:43,909","00:17:43,919",
_K5qApskPdQ.en.v,809,00:17:43:22,00:17:45:10,"00:17:43,919","00:17:45,430",uh<00:17:44.160><c> you</c><00:17:44.400><c> okay</c><00:17:44.640><c> you're</c><00:17:44.799><c> gonna</c><00:17:44.880><c> get</c><00:17:45.039><c> that</c><00:17:45.120><c> too</c>
_K5qApskPdQ.en.v,810,00:17:45:10,00:17:45:11,"00:17:45,430","00:17:45,440",uh you okay you're gonna get that too
_K5qApskPdQ.en.v,811,00:17:45:11,00:17:48:13,"00:17:45,440","00:17:48,549",uh you okay you're gonna get that too fine
_K5qApskPdQ.en.v,812,00:17:48:13,00:17:48:13,"00:17:48,549","00:17:48,559",
_K5qApskPdQ.en.v,813,00:17:48:13,00:17:50:01,"00:17:48,559","00:17:50,070",there<00:17:48.799><c> you</c><00:17:48.880><c> go</c><00:17:49.039><c> he's</c><00:17:49.280><c> down</c><00:17:49.520><c> for</c><00:17:49.600><c> the</c><00:17:49.840><c> how</c><00:17:50.000><c> do</c>
_K5qApskPdQ.en.v,814,00:17:50:01,00:17:50:02,"00:17:50,070","00:17:50,080",there you go he's down for the how do
_K5qApskPdQ.en.v,815,00:17:50:02,00:17:51:14,"00:17:50,080","00:17:51,590",there you go he's down for the how do you<00:17:50.160><c> heal</c><00:17:50.799><c> probably</c><00:17:51.120><c> a</c><00:17:51.200><c> move</c>
_K5qApskPdQ.en.v,816,00:17:51:14,00:17:51:15,"00:17:51,590","00:17:51,600",you heal probably a move
_K5qApskPdQ.en.v,817,00:17:51:15,00:17:55:04,"00:17:51,600","00:17:55,190",you heal probably a move of<00:17:51.679><c> some</c><00:17:51.919><c> sort</c><00:17:54.160><c> he's</c><00:17:54.400><c> trying</c><00:17:54.640><c> to</c>
_K5qApskPdQ.en.v,818,00:17:55:04,00:17:55:05,"00:17:55,190","00:17:55,200",of some sort he's trying to
_K5qApskPdQ.en.v,819,00:17:55:05,00:17:57:12,"00:17:55,200","00:17:57,510",of some sort he's trying to is<00:17:55.280><c> he</c><00:17:55.440><c> trying</c><00:17:55.600><c> to</c><00:17:55.679><c> score</c><00:17:56.240><c> he</c><00:17:56.400><c> has</c><00:17:56.559><c> 12.</c><00:17:57.200><c> he's</c>
_K5qApskPdQ.en.v,820,00:17:57:12,00:17:57:13,"00:17:57,510","00:17:57,520",is he trying to score he has 12. he's
_K5qApskPdQ.en.v,821,00:17:57:13,00:17:58:21,"00:17:57,520","00:17:58,870",is he trying to score he has 12. he's dead<00:17:58.080><c> good</c><00:17:58.480><c> move</c>
_K5qApskPdQ.en.v,822,00:17:58:21,00:17:58:22,"00:17:58,870","00:17:58,880",dead good move
_K5qApskPdQ.en.v,823,00:17:58:22,00:18:03:24,"00:17:58,880","00:18:03,990",dead good move right
_K5qApskPdQ.en.v,824,00:18:03:24,00:18:04:00,"00:18:03,990","00:18:04,000",
_K5qApskPdQ.en.v,825,00:18:04:00,00:18:05:20,"00:18:04,000","00:18:05,830",all<00:18:04.160><c> right</c><00:18:04.320><c> this</c><00:18:04.480><c> is</c><00:18:04.640><c> great</c><00:18:04.960><c> man</c><00:18:05.200><c> we</c><00:18:05.360><c> are</c><00:18:05.600><c> we're</c>
_K5qApskPdQ.en.v,826,00:18:05:20,00:18:05:21,"00:18:05,830","00:18:05,840",all right this is great man we are we're
_K5qApskPdQ.en.v,827,00:18:05:21,00:18:10:13,"00:18:05,840","00:18:10,549",all right this is great man we are we're doing<00:18:06.080><c> it</c><00:18:06.160><c> we're</c><00:18:06.480><c> doing</c><00:18:06.799><c> it</c>
_K5qApskPdQ.en.v,828,00:18:10:13,00:18:10:13,"00:18:10,549","00:18:10,559",
_K5qApskPdQ.en.v,829,00:18:10:13,00:18:12:03,"00:18:10,559","00:18:12,150",all<00:18:10.799><c> right</c><00:18:11.280><c> and</c><00:18:11.360><c> then</c><00:18:11.520><c> this</c><00:18:11.679><c> guy's</c><00:18:11.919><c> gonna</c><00:18:12.080><c> be</c>
_K5qApskPdQ.en.v,830,00:18:12:03,00:18:12:04,"00:18:12,150","00:18:12,160",all right and then this guy's gonna be
_K5qApskPdQ.en.v,831,00:18:12:04,00:18:13:20,"00:18:12,160","00:18:13,830",all right and then this guy's gonna be over<00:18:12.320><c> here</c><00:18:12.640><c> messing</c><00:18:12.960><c> with</c><00:18:13.120><c> us</c><00:18:13.280><c> right</c><00:18:13.520><c> here</c><00:18:13.679><c> we</c>
_K5qApskPdQ.en.v,832,00:18:13:20,00:18:13:21,"00:18:13,830","00:18:13,840",over here messing with us right here we
_K5qApskPdQ.en.v,833,00:18:13:21,00:18:16:07,"00:18:13,840","00:18:16,310",over here messing with us right here we go<00:18:14.000><c> here</c><00:18:14.160><c> he</c><00:18:14.320><c> is</c>
_K5qApskPdQ.en.v,834,00:18:16:07,00:18:16:08,"00:18:16,310","00:18:16,320",go here he is
_K5qApskPdQ.en.v,835,00:18:16:08,00:18:18:13,"00:18:16,320","00:18:18,549",go here he is get<00:18:16.559><c> out</c><00:18:16.720><c> of</c><00:18:16.799><c> here</c><00:18:16.960><c> oh</c><00:18:17.120><c> my</c><00:18:17.280><c> gosh</c><00:18:17.600><c> nope</c><00:18:18.240><c> what</c><00:18:18.400><c> the</c>
_K5qApskPdQ.en.v,836,00:18:18:13,00:18:18:13,"00:18:18,549","00:18:18,559",get out of here oh my gosh nope what the
_K5qApskPdQ.en.v,837,00:18:18:13,00:18:22:23,"00:18:18,559","00:18:22,950",get out of here oh my gosh nope what the heck<00:18:18.799><c> what</c><00:18:18.960><c> the</c><00:18:19.039><c> heck</c>
_K5qApskPdQ.en.v,838,00:18:22:23,00:18:22:24,"00:18:22,950","00:18:22,960",
_K5qApskPdQ.en.v,839,00:18:22:24,00:18:24:07,"00:18:22,960","00:18:24,310",okay<00:18:23.200><c> i</c><00:18:23.280><c> needed</c><00:18:23.520><c> to</c><00:18:23.679><c> back</c><00:18:23.919><c> up</c><00:18:24.000><c> out</c><00:18:24.160><c> of</c><00:18:24.240><c> there</c>
_K5qApskPdQ.en.v,840,00:18:24:07,00:18:24:08,"00:18:24,310","00:18:24,320",okay i needed to back up out of there
_K5qApskPdQ.en.v,841,00:18:24:08,00:18:29:02,"00:18:24,320","00:18:29,110",okay i needed to back up out of there i'm<00:18:24.400><c> glad</c><00:18:24.640><c> i</c><00:18:26.840><c> did</c>
_K5qApskPdQ.en.v,842,00:18:29:02,00:18:29:03,"00:18:29,110","00:18:29,120",i'm glad i did
_K5qApskPdQ.en.v,843,00:18:29:03,00:18:30:15,"00:18:29,120","00:18:30,630",i'm glad i did all<00:18:29.280><c> right</c><00:18:29.520><c> we're</c><00:18:30.000><c> i</c><00:18:30.080><c> think</c><00:18:30.240><c> we're</c><00:18:30.400><c> putting</c>
_K5qApskPdQ.en.v,844,00:18:30:15,00:18:30:16,"00:18:30,630","00:18:30,640",all right we're i think we're putting
_K5qApskPdQ.en.v,845,00:18:30:16,00:18:35:00,"00:18:30,640","00:18:35,029",all right we're i think we're putting our<00:18:30.960><c> best</c><00:18:31.200><c> foot</c><00:18:31.440><c> forward</c>
_K5qApskPdQ.en.v,846,00:18:35:00,00:18:35:00,"00:18:35,029","00:18:35,039",
_K5qApskPdQ.en.v,847,00:18:35:00,00:18:37:04,"00:18:35,039","00:18:37,190",uh<00:18:35.440><c> let's</c><00:18:35.840><c> i</c><00:18:35.919><c> guess</c><00:18:36.080><c> i</c><00:18:36.160><c> use</c><00:18:36.320><c> my</c><00:18:36.640><c> unite</c><00:18:37.039><c> move</c>
_K5qApskPdQ.en.v,848,00:18:37:04,00:18:37:05,"00:18:37,190","00:18:37,200",uh let's i guess i use my unite move
_K5qApskPdQ.en.v,849,00:18:37:05,00:18:42:13,"00:18:37,200","00:18:42,549",uh let's i guess i use my unite move here<00:18:37.440><c> i</c><00:18:37.520><c> don't</c><00:18:40.840><c> know</c>
_K5qApskPdQ.en.v,850,00:18:42:13,00:18:42:13,"00:18:42,549","00:18:42,559",here i don't know
_K5qApskPdQ.en.v,851,00:18:42:13,00:18:45:14,"00:18:42,559","00:18:45,590",here i don't know i'm<00:18:42.720><c> gonna</c><00:18:42.960><c> try</c><00:18:43.120><c> to</c><00:18:43.200><c> get</c><00:18:43.360><c> him</c>
_K5qApskPdQ.en.v,852,00:18:45:14,00:18:45:15,"00:18:45,590","00:18:45,600",
